gvkey,datadate,fyear,indfmt,tic,conm,curcd,at,ci,emp,lt,txpd,xopr,costat,mkvalt,prcc_f,city,state
61452,20161231,2016,INDL,BAP,CREDICORP LTD,USD,46958.725,,33.349,40920.151,332.792,2294.262,A,12544.6606,157.86,Hamilton,
61452,20161231,2016,FS,BAP,CREDICORP LTD,USD,46958.725,,33.349,40920.151,,,A,12544.6606,157.86,Hamilton,
61483,20161231,2016,INDL,DVA,DAVITA INC,USD,18741.257,1003.455,70.3,12918.258,339.411,12192.539,A,12490.3668,64.2,Denver,CO
61487,20161231,2016,INDL,BANR,BANNER CORP,USD,9793.668,82.66,2.137,8487.958,36.153,248.321,A,1852.5013,55.81,Walla Walla,WA
61487,20161231,2016,FS,BANR,BANNER CORP,USD,9793.668,82.66,2.137,8487.958,,,A,1852.5013,55.81,Walla Walla,WA
61490,20161231,2016,INDL,OPK,OPKO HEALTH INC,USD,2766.619,-29.555,6.041,674.811,-27.122,1162.375,A,5189.2977,9.3,Miami,FL
61494,20161231,2016,INDL,HSIC,SCHEIN (HENRY) INC,USD,6730.396,456.604,21,3321.956,205.196,10593.203,A,12046.2291,151.71,Melville,NY
61519,20161231,2016,INDL,SWM,SCHWEITZER-MAUDUIT INTL INC,USD,1173.7,84.9,3,665.4,31.9,665.1,A,1390.6683,45.53,Alpharetta,GA
61536,20161231,2016,INDL,PNTR,POINTER TELOCATION LTD,USD,76.751,,,34.062,,54.608,A,52.938,6.8,Rosh Haayin,
61544,20160930,2016,INDL,ASFI,ASTA FUNDING INC,USD,256.048,12.399,0.188,73.902,0.307,39.106,A,124.698,10.5,Englewood Cliffs,NJ
61544,20160930,2016,FS,ASFI,ASTA FUNDING INC,USD,256.048,,0.188,73.902,,,A,124.698,10.5,Englewood Cliffs,NJ
61562,20161231,2016,INDL,AEIS,ADVANCED ENERGY INDS INC,USD,571.529,119.987,1.558,179.455,3.415,349.034,A,2174.232,54.75,Fort Collins,CO
61567,20160630,2016,INDL,EL,LAUDER (ESTEE) COS INC -CL A,USD,9223.3,957.3,46,5636,450.9,9093.5,A,33473.5152,91.02,New York,NY
61574,20161231,2016,INDL,WAT,WATERS CORP,USD,4662.059,451.949,6.899,2360.11,50.007,1429.17,A,10754.291,134.39,Milford,MA
61576,20160930,2016,INDL,HW,HEADWATERS INC,USD,1238.443,49.763,3.687,935.093,4.427,799.579,A,1252.8922,16.92,South Jordan,UT
61581,20161231,2016,INDL,SAM,BOSTON BEER INC  -CL A,USD,623.297,87.197,1.505,176.715,18.914,719.722,A,2100.7048,169.85,Boston,MA
61585,20161231,2016,INDL,FFIC,FLUSHING FINANCIAL CORP,USD,6058.487,62.116,0.47,5544.634,36.813,124.584,A,841.5239,29.39,Uniondale,NY
61585,20161231,2016,FS,FFIC,FLUSHING FINANCIAL CORP,USD,6058.487,62.116,0.47,5544.634,,,A,841.5239,29.39,Uniondale,NY
61587,20161231,2016,INDL,IVAC,INTEVAC INC,USD,108.324,-7.532,0.272,35.058,-0.008,82.95,A,179.0285,8.55,Santa Clara,CA
61600,20160630,2016,INDL,PRXL,PAREXEL INTERNATIONAL CORP,USD,2036.2,114.8,18.6,1402.8,19.7,2068.9,A,3326.352,62.88,Waltham,MA
61655,20161231,2016,INDL,NVAX,NOVAVAX INC,USD,394.301,-282.656,0.355,399.847,,271.561,A,341.77,1.26,Gaithersburg,MD
61662,20160930,2016,INDL,LTRE,LEARNING TREE INTL INC,USD,31.607,-13,0.288,41.396,0.191,89.253,A,24.1999,1.83,Herndon,VA
61676,20161231,2016,INDL,CTXS,CITRIX SYSTEMS INC,USD,6390.227,535.935,9.6,3702.005,64.361,2391.923,A,13959.0637,89.31,Fort Lauderdale,FL
61685,20160930,2016,INDL,NUAN,NUANCE COMMUNICATIONS INC,USD,5661.47,-11.647,13.2,3730.14,21.068,1536.516,A,4170.6785,14.5,Burlington,MA
61693,20161231,2016,INDL,HTLF,HEARTLAND FINANCIAL USA INC,USD,8247.079,55.33,1.864,7506.163,24.652,237.697,A,1253.76,48,Dubuque,IA
61693,20161231,2016,FS,HTLF,HEARTLAND FINANCIAL USA INC,USD,8247.079,55.33,1.864,7506.163,,,A,1253.76,48,Dubuque,IA
61711,20161231,2016,INDL,TGTX,TG THERAPEUTICS INC,USD,54.782,-78.253,0.064,18.914,,79.058,A,264.0224,4.65,New York,NY
61732,20160831,2016,INDL,MSM,MSC INDUSTRIAL DIRECT  -CL A,USD,2064.951,229.37,6.462,966.575,127.965,2416.015,A,4132.6762,73.04,Melville,NY
61735,20160930,2016,INDL,SGU,STAR GAS PARTNERS  -LP,USD,692.97,46.716,3.14,391.477,22.57,1068.7,A,539.3096,9.65,Stamford,CT
61739,20161231,2016,INDL,HIG,HARTFORD FINANCIAL SERVICES,USD,223432,888,16.9,206529,130,16969,A,17818.6699,47.65,Hartford,CT
61739,20161231,2016,FS,HIG,HARTFORD FINANCIAL SERVICES,USD,223432,,16.9,206529,,,A,17818.6699,47.65,Hartford,CT
61743,20161231,2016,INDL,KFS,KINGSWAY FINANCIAL SVCS INC,USD,449.384,,,396.037,,181.235,A,134.1125,6.25,Toronto,ON
61745,20161231,2016,INDL,IPXL,IMPAX LABORATORIES INC,USD,1823.018,-469.424,1.495,1199.044,23.053,661.025,A,976.5913,13.25,Hayward,CA
61759,20161231,2016,INDL,CLB,CORE LABORATORIES NV,USD,573.052,64.569,4.4,417.755,12.181,482.034,A,5299.886,120.04,Amsterdam,
61763,20160630,2016,INDL,RDEN,ELIZABETH ARDEN INC,USD,799.539,-77.708,2.4,687.318,-0.125,941.496,I,412.0982,13.76,Pembroke Pines,FL
61766,20160630,2016,INDL,ASTC,ASTROTECH CORP,USD,30.523,-13.512,0.062,1.896,0.198,15.937,A,34.8613,1.69,Austin,TX
61796,20161231,2016,INDL,SOMC,SOUTHERN MICH BANCORP INC,USD,641.532,,,571.401,,14.612,A,,29.899,Coldwater,MI
61796,20161231,2016,FS,SOMC,SOUTHERN MICH BANCORP INC,USD,641.532,,,571.401,,,A,,29.899,Coldwater,MI
61811,20161231,2016,INDL,SCCO,SOUTHERN COPPER CORP,USD,13234.3,775.3,13.414,7363.4,571.8,3161.6,A,24689.62,31.94,Phoenix,AZ
61814,20161231,2016,INDL,BESIY,BESI-BE SEMICONDUCTOR INDS,USD,620.003,,1.586,255.92,2.619,300.406,A,,33.372,Duiven,
61839,20160930,2016,INDL,APU,AMERIGAS PARTNERS  -LP,USD,4057.77,211.193,0,3038.561,,1732.255,A,4242.8642,45.66,King of Prussia,PA
61870,20160630,2016,INDL,OTEX,OPEN TEXT CORP,USD,5154.144,278.977,8.9,3174.947,40.431,1178.451,A,7144.8124,59.16,Waterloo,ON
61880,20160630,2016,INDL,INBP,INTEGRATED BIOPHARMA INC,USD,14.085,0.958,0.12,22.412,0.168,39.346,A,2.3216,0.11,Hillside,NJ
61902,20161231,2016,INDL,NICE,NICE LTD,USD,2631.876,,,1120.544,,778.791,A,,68.76,Ra'anana,
61955,20161130,2016,INDL,AGFMF,AGF MANAGEMENT LTD  -CL B,CAD,1362.881,25.902,0.663,454.813,14.698,360.385,A,423.4936,5.36,Toronto,ON
61955,20161130,2016,FS,AGFMF,AGF MANAGEMENT LTD  -CL B,CAD,1362.881,,0.663,454.813,,,A,423.4936,5.36,Toronto,ON
61971,20161231,2016,INDL,ENG,ENGLOBAL CORP,USD,44.436,-2.342,0.279,7.63,0.41,61.319,A,64.9841,2.39,Houston,TX
61980,20160930,2016,INDL,AOLS,AEOLUS PHARMACEUTICALS INC,USD,4.167,-3.558,0.004,0.972,,5.349,A,28.8963,0.19,Mission Viejo,CA
61994,20160930,2016,INDL,9352B,UNITED STATES POSTAL SERVICE,USD,25219,-5591,640,81201,,75159,A,,,Washington,DC
62072,20161231,2016,INDL,APT,ALPHA PRO TECH LTD,USD,35.936,,,3.272,,41.96,A,53.942,3.5,Markham,ON
62139,20161231,2016,INDL,PLBC,PLUMAS BANCORP,USD,657.975,,,609.981,,,A,93.043,19,Quincy,CA
62139,20161231,2016,FS,PLBC,PLUMAS BANCORP,USD,657.975,,,609.981,,,A,93.043,19,Quincy,CA
62168,20161231,2016,INDL,IRIX,IRIDEX CORP,USD,48.144,,,8.984,,48.603,A,142.6528,14.06,Mountain View,CA
62213,20160630,2016,INDL,USAT,USA TECHNOLOGIES INC,USD,84.833,-6.806,0.075,29.808,0.501,72.379,A,161.3334,4.27,Malvern,PA
62217,20160630,2016,INDL,LPTH,LIGHTPATH TECHNOLOGIES INC,USD,15.589,1.49,0.181,4.657,0.004,14.37,A,27.1283,1.74,Orlando,FL
62243,20161231,2016,INDL,UNTY,UNITY BANCORP INC,USD,1189.906,13.836,0.194,1083.615,7.592,28.999,A,164.4889,15.7,Clinton,NJ
62243,20161231,2016,FS,UNTY,UNITY BANCORP INC,USD,1189.906,13.836,0.194,1083.615,,,A,164.4889,15.7,Clinton,NJ
62262,20160930,2016,INDL,FORD,FORWARD INDUSTRIES INC,USD,12.395,0.607,0.011,4.221,,26.81,A,13.0837,1.49,West Palm Beach,FL
62263,20161231,2016,INDL,ALXN,ALEXION PHARMACEUTICALS INC,USD,13253,397,3.121,4559,38,1894,A,27406.4,122.35,New Haven,CT
62266,20161231,2016,INDL,CSGS,CSG SYSTEMS INTL INC,USD,891.879,43.895,3.312,600.678,53.02,595.543,A,1561.4324,48.4,Englewood,CO
62290,20161231,2016,INDL,REV,REVLON INC  -CL A,USD,3023.5,-28.3,7.3,3638.3,21.9,1930,A,1542.9387,29.15,New York,NY
62337,20161231,2016,INDL,IAG,IAMGOLD CORP,USD,3400.5,72.2,4.881,1129.4,16.3,691.9,A,1747.13,3.85,Toronto,ON
62365,20161231,2016,INDL,FNRN,FIRST NORTHN CMNTY BANCORP,USD,1166.763,6.196,0.185,1074.465,5.45,22.671,A,102.912,9.6,Dixon,CA
62365,20161231,2016,FS,FNRN,FIRST NORTHN CMNTY BANCORP,USD,1166.763,6.196,0.185,1074.465,,,A,102.912,9.6,Dixon,CA
62374,20161231,2016,INDL,IRM,IRON MOUNTAIN INC,USD,9486.8,70.858,24,7495.432,69.866,2416.571,A,8564.4238,32.48,Boston,MA
62378,20161231,2016,INDL,HUBG,HUB GROUP INC  -CL A,USD,1360.259,74.71,2.755,732.08,33.233,3404.244,A,1481.1563,43.75,Oak Brook,IL
62391,20161231,2016,INDL,ELNK,EARTHLINK HOLDINGS CORP,USD,635.646,7.68,1.89,615.458,1.158,761.839,I,595.0369,5.64,Atlanta,GA
62396,20160731,2016,INDL,IDT,IDT CORP,USD,469.658,19.814,1.159,345.455,0.779,1451.249,A,351.3768,15.26,Newark,NJ
62494,20161231,2016,INDL,PRGX,PRGX GLOBAL INC,USD,93.474,,,41.084,,130.698,A,128.6436,5.9,Atlanta,GA
62501,20160930,2016,INDL,SPH,SUBURBAN PROPANE PRTNRS  -LP,USD,2295.969,17.491,3.417,1587.738,,824.258,A,2024.2737,33.3,Whippany,NJ
62516,20161231,2016,INDL,CENX,CENTURY ALUMINUM CO,USD,1540.327,-253.658,1.741,783.672,13.904,1285.62,A,746.8686,8.56,Chicago,IL
62549,20161231,2016,INDL,KVHI,KVH INDUSTRIES INC,USD,199.757,,,93.255,,164.88,A,195.113,11.8,Middletown,RI
62553,20161031,2016,INDL,OCC,OPTICAL CABLE CORP,USD,40.666,-1.801,0.331,15.901,-0.353,63.614,A,19.8268,2.8,Roanoke,VA
62575,20160630,2016,INDL,FFDF,FFD FINANCIAL CORP,USD,292.582,3.559,,265.225,1.317,5.581,A,31.992,32.25,Dover,OH
62575,20160630,2016,FS,FFDF,FFD FINANCIAL CORP,USD,292.582,3.559,,265.225,,,A,31.992,32.25,Dover,OH
62582,20160930,2016,INDL,ALJJ,ALJ REGIONAL HOLDINGS INC,USD,218.726,10.925,3.96,144.779,0.581,240.397,A,162.5025,4.7,New York City,NY
62592,20161231,2016,INDL,PLX,PROTALIX BIOTHERAPEUTICS INC,USD,82.247,-29.365,0.232,92.204,,40.379,A,55.2396,0.445,Carmiel,
62618,20161231,2016,INDL,CWCO,CONSOLIDATED WATER CO INC,USD,163.605,2.76,0.117,9.499,,45.153,A,161.3612,10.85,Grand Cayman,
62626,20160630,2016,INDL,EPM,EVOLUTION PETROLEUM CORP,USD,97.451,24.66,0.006,21.13,-1.017,18.214,A,180.0068,5.47,Houston,TX
62634,20161231,2016,INDL,YHOO,YAHOO INC,USD,48083.079,1692.399,8.5,16999.003,-151,4857.332,A,36941.7604,38.67,Sunnyvale,CA
62640,20161231,2016,INDL,LORL,LORAL SPACE & COMMUNICATIONS,USD,264.231,62.062,0.021,93.82,0.153,6.666,A,1269.7997,41.05,New York,NY
62646,20161231,2016,INDL,CWBC,COMMUNITY WEST BANCSHARES,USD,710.572,5.268,0.12,645.236,5.25,19.726,A,74.7973,9.2388,Goleta,CA
62646,20161231,2016,FS,CWBC,COMMUNITY WEST BANCSHARES,USD,710.572,5.268,0.12,645.236,,,A,74.7973,9.2388,Goleta,CA
62654,20161231,2016,INDL,SASR,SANDY SPRING BANCORP INC,USD,5091.383,42.933,0.752,4557.811,22.331,117.747,A,955.801,39.99,Olney,MD
62654,20161231,2016,FS,SASR,SANDY SPRING BANCORP INC,USD,5091.383,42.933,0.752,4557.811,,,A,955.801,39.99,Olney,MD
62655,20161231,2016,INDL,DF,DEAN FOODS CO,USD,2606.227,116.099,17,1995.671,50.63,7250.462,A,1972.9849,21.78,Dallas,TX
62686,20161231,2016,INDL,CRR,CARBO CERAMICS INC,USD,723.457,-76.751,0.431,106.887,0,171.687,A,281.1753,10.46,Houston,TX
62689,20161231,2016,INDL,TRV,TRAVELERS COS INC,USD,100245,2416,30.9,77024,892,22383,A,34228.632,122.42,New York,NY
62689,20161231,2016,FS,TRV,TRAVELERS COS INC,USD,100245,,30.9,77024,,,A,34228.632,122.42,New York,NY
62723,20161231,2016,INDL,TCX,TUCOWS INC,USD,154.413,17.276,,113.51,3.767,162.051,A,368.7855,35.25,Toronto,ON
62732,20161231,2016,INDL,SYKE,SYKES ENTERPRISES INC,USD,1236.403,49.025,55.525,511.881,18.764,1296.836,A,1227.5024,28.86,Tampa,FL
62745,20161231,2016,INDL,JAKK,JAKKS PACIFIC INC,USD,464.303,,,329.103,,666.553,A,86.9681,5.15,Santa Monica,CA
62755,20161231,2016,INDL,BSF,BEAR STATE FINANCIAL INC,USD,2053.175,15.637,0.502,1819.748,0.892,49.016,A,381.8329,10.15,Little Rock,AR
62755,20161231,2016,FS,BSF,BEAR STATE FINANCIAL INC,USD,2053.175,15.637,0.502,1819.748,,,A,381.8329,10.15,Little Rock,AR
62823,20161231,2016,INDL,FCN,FTI CONSULTING INC,USD,2225.368,43.636,4.718,1018.01,20.27,1594.623,A,1895.028,45.08,Washington,DC
62897,20161231,2016,INDL,TUP,TUPPERWARE BRANDS CORP,USD,1587.8,174.1,13,1375,108.3,1824,A,2664.5716,52.62,Orlando,FL
62919,20161231,2016,INDL,MFIN,MEDALLION FINANCIAL CORP,USD,689.377,,,403.281,,17.687,A,72.5555,3.02,New York,NY
62921,20161231,2016,INDL,NBIX,NEUROCRINE BIOSCIENCES INC,USD,365.086,-140.431,0.196,50.209,0,160.919,A,3362.3721,38.7,San Diego,CA
62948,20161231,2016,INDL,EXAC,EXACTECH INC,USD,294.209,,,59.967,,234.27,A,387.1959,27.3,Gainesville,FL
62956,20161231,2016,INDL,BOSC,BOS BETTER ONLINE SOLUTIONS,USD,18.144,,,9.56,,26.473,A,4.647,2.12,Rishon LeZion,
62965,20161231,2016,INDL,SSNC,SS&C TECHNOLOGIES HLDGS INC,USD,5706.971,75.093,8.001,3448.393,8.809,964.058,A,5807.0298,28.6,Windsor,CT
62979,20161231,2016,INDL,SBSI,SOUTHSIDE BANCSHARES INC,USD,5563.767,29.539,0.679,5045.493,5.7,116.828,A,1075.2148,37.67,Tyler,TX
62979,20161231,2016,FS,SBSI,SOUTHSIDE BANCSHARES INC,USD,5563.767,29.539,0.679,5045.493,,,A,1075.2148,37.67,Tyler,TX
63000,20161231,2016,INDL,RUSHA,RUSH ENTERPRISES INC,USD,2603.047,40.601,6.18,1740.222,-10.939,4075.45,A,1242.6484,31.9,New Braunfels,TX
63005,20161231,2016,INDL,AVDL,AVADEL PHARMACEUTICALS -ADR,USD,245.482,,,203.413,27.18,84.177,A,,10.39,Dublin,
63058,20161231,2016,INDL,SBFG,SB FINANCIAL GROUP INC,USD,816.005,,,729.457,,26.133,A,77.7462,16.05,Defiance,OH
63058,20161231,2016,FS,SBFG,SB FINANCIAL GROUP INC,USD,816.005,,,729.457,,,A,77.7462,16.05,Defiance,OH
63075,20161231,2016,INDL,SHERF,SHERRITT INTERNATIONAL CORP,CAD,3806.9,-469.4,6.499,2709,10.3,230.9,A,391.2528,1.33,Toronto,ON
63080,20161231,2016,INDL,ANSS,ANSYS INC,USD,2800.526,260.148,2.8,592.121,118.455,537.536,A,7925.2831,92.49,Canonsburg,PA
63081,20161231,2016,INDL,ARDM,ARADIGM CORP,USD,25.054,,,24.067,,30.215,A,23.9104,1.6,Hayward,CA
63083,20161231,2016,INDL,ELGX,ENDOLOGIX INC,USD,359.684,-153.699,0.782,246.891,0.208,249.101,A,473.4673,5.72,Irvine,CA
63123,20161231,2016,INDL,GWR,GENESEE & WYOMING INC  -CL A,USD,7634.958,57.128,7.3,4447.837,45.738,1434.361,A,4311.8186,69.41,Darien,CT
63135,20161231,2016,INDL,DCOM,DIME COMMUNITY BANCSHARES,USD,6005.43,75.376,0.383,5439.562,58.383,104.548,A,752.8656,20.1,Brooklyn,NY
63135,20161231,2016,FS,DCOM,DIME COMMUNITY BANCSHARES,USD,6005.43,75.376,0.383,5439.562,,,A,752.8656,20.1,Brooklyn,NY
63138,20161231,2016,INDL,GLA,GLASSBRIDGE ENTERPRISES INC,USD,71.3,,,96.6,,71.5,A,30.4154,0.82,Oakdale,MN
63139,20161231,2016,INDL,TRQ,TURQUOISE HILL RESOURCES LTD,USD,12460.211,106.234,2.53,4556.225,70.71,827.738,A,6499.7742,3.23,Vancouver,
63169,20161231,2016,INDL,DASTY,DASSAULT SYSTEMS SA,USD,7326.254,,,3229.123,,2254.434,A,,76.354,Velizy-Villacoublay,
63172,20160831,2016,INDL,FDS,FACTSET RESEARCH SYSTEMS INC,USD,1019.161,314.314,8.375,501.78,87.513,728.08,A,7127.9651,178.03,Norwalk,CT
63178,20160630,2016,INDL,PROV,PROVIDENT FINANCIAL HOLDINGS,USD,1171.381,7.456,0.522,1037.93,3.845,54.018,A,145.9425,18.3,Riverside,CA
63178,20160630,2016,FS,PROV,PROVIDENT FINANCIAL HOLDINGS,USD,1171.381,7.456,0.522,1037.93,,,A,145.9425,18.3,Riverside,CA
63185,20161231,2016,INDL,CHKP,CHECK POINT SOFTWARE TECHN,USD,5217.636,,,1726.513,,865.018,A,14772.2229,84.46,Tel Aviv,
63186,20161231,2016,INDL,QGEN,QIAGEN NV,USD,4308.194,6.266,4.684,1701.098,22.67,925.855,A,6572.3712,28.02,Venlo,
63197,20160630,2016,INDL,HWEN,HOME FINANCIAL BANCORP,USD,64.548,0.375,,55.711,0,1.952,A,8.0791,6.87,Spencer,IN
63197,20160630,2016,FS,HWEN,HOME FINANCIAL BANCORP,USD,64.548,0.375,,55.711,,,A,8.0791,6.87,Spencer,IN
63224,20161231,2016,INDL,CVCY,CENTRAL VALLEY CMNTY BANCORP,USD,1443.323,,,1279.29,,21.881,A,242.3942,19.96,Fresno,CA
63224,20161231,2016,FS,CVCY,CENTRAL VALLEY CMNTY BANCORP,USD,1443.323,,,1279.29,,,A,242.3942,19.96,Fresno,CA
63232,20161231,2016,INDL,OCFC,OCEANFIRST FINANCIAL CORP,USD,5167.052,,,4595.014,,76.327,A,965.0741,30.03,Toms River,NJ
63232,20161231,2016,FS,OCFC,OCEANFIRST FINANCIAL CORP,USD,5167.052,,,4595.014,,,A,965.0741,30.03,Toms River,NJ
63272,20161231,2016,INDL,CPKF,CHESAPEAKE FINL SHARES INC,USD,720.761,,,642.855,,24.846,A,86.9832,21.6,Kilmarnock,VA
63272,20161231,2016,FS,CPKF,CHESAPEAKE FINL SHARES INC,USD,720.761,,,642.855,,,A,86.9832,21.6,Kilmarnock,VA
63288,20161231,2016,INDL,FFG,FBL FINANCIAL GROUP INC-CL A,USD,9566.134,142.242,1.644,8377.876,20.894,568.683,A,1945.4661,78.15,West Des Moines,IA
63288,20161231,2016,FS,FFG,FBL FINANCIAL GROUP INC-CL A,USD,9566.134,,1.644,8377.876,,,A,1945.4661,78.15,West Des Moines,IA
63290,20161231,2016,INDL,PEGA,PEGASYSTEMS INC,USD,654.656,23.398,3.908,318.767,28.844,684.996,A,2757.276,36,Cambridge,MA
63338,20161231,2016,INDL,STRA,STRAYER EDUCATION INC,USD,298.696,34.802,3.053,110.322,31.6,365.599,A,894.4286,80.63,Herndon,VA
63383,20160630,2016,INDL,HDYN,HYPERDYNAMICS CORP,USD,11.678,-22.846,0.01,1.743,0,22.737,A,8.9239,0.424,Houston,TX
63395,20161231,2016,INDL,HLAN,HEARTLAND BANCCORP,USD,781.302,,,709.902,,18.281,A,101.3278,64.01,Gahanna,OH
63395,20161231,2016,FS,HLAN,HEARTLAND BANCCORP,USD,781.302,,,709.902,,,A,101.3278,64.01,Gahanna,OH
63405,20161231,2016,INDL,GERN,GERON CORP,USD,130.249,-29.377,0.018,7.869,0,36.727,A,329.4591,2.07,Menlo Park,CA
63417,20161231,2016,INDL,TTEC,TELETECH HOLDINGS INC,USD,846.304,11.593,48,484.409,19.741,1117.374,A,1406.477,30.5,Englewood,CO
63422,20161231,2016,INDL,LAMR,LAMAR ADVERTISING CO  -CL A,USD,3900.466,299.363,3.3,2830.938,14.167,867.114,A,6551.3949,67.24,Baton Rouge,LA
63447,20170131,2016,INDL,GES,GUESS INC,USD,1534.485,20.006,14.3,549.039,24.869,2076.873,A,1073.5611,12.77,Los Angeles,CA
63448,20160731,2016,INDL,PURE,PURE BIOSCIENCE INC,USD,7.562,-14.371,0.013,2.539,0.002,8.079,A,65.4722,1.01,El Cajon,CA
63454,20161231,2016,INDL,AWRE,AWARE INC,USD,61.984,4.148,0.068,4.143,1.553,15.845,A,136.4631,6.1,Bedford,MA
63456,20161231,2016,INDL,CSV,CARRIAGE SERVICES INC,USD,885.069,19.581,2.509,707.08,10.874,181.381,A,476.6269,28.64,Houston,TX
63476,20161031,2016,INDL,EGHSF,ENGHOUSE SYSTEMS LTD,CAD,419.195,34.491,1.528,150.647,10.148,221.277,A,1355.8437,50.39,Markham,ON
63477,20161231,2016,INDL,BAESY,BAE SYSTEMS PLC,USD,28345.492,1342.266,83.1,24071.955,230.702,19860.103,A,,29.236,London,
63490,20161231,2016,INDL,BIOS,BIOSCRIP INC,USD,607.74,,,567.301,,906.7,A,122.3903,1.04,Denver,CO
63501,20161231,2016,INDL,ETFC,E TRADE FINANCIAL CORP,USD,48999,514,3.601,42727,6,969,A,9492.818,34.65,New York,NY
63501,20161231,2016,FS,ETFC,E TRADE FINANCIAL CORP,USD,48999,,3.601,42727,,,A,9492.818,34.65,New York,NY
63520,20161231,2016,INDL,TACT,TRANSACT TECHNOLOGIES INC,USD,32.042,,,7.933,,50.704,A,48.7278,6.6,Hamden,CT
63527,20161231,2016,INDL,SRCL,STERICYCLE INC,USD,6980.061,122.652,25,4163.675,111.5,2724.376,A,6560.1871,77.04,Lake Forest,IL
63531,20161231,2016,INDL,MVIS,MICROVISION INC,USD,20.106,,,12.632,,31.251,A,67.9694,1.26,Redmond,WA
63538,20161231,2016,INDL,SNBC,SUN BANCORP INC/NJ,USD,2262.262,60.601,0.354,1942.553,0.114,57.769,A,491.998,26,Mount Laurel,NJ
63538,20161231,2016,FS,SNBC,SUN BANCORP INC/NJ,USD,2262.262,60.601,0.354,1942.553,,,A,491.998,26,Mount Laurel,NJ
63543,20161231,2016,INDL,SGB,SOUTHWEST GEORGIA FINL CORP,USD,448.464,,,409.969,,12.539,A,50.9145,19.99,Moultrie,GA
63543,20161231,2016,FS,SGB,SOUTHWEST GEORGIA FINL CORP,USD,448.464,,,409.969,,,A,50.9145,19.99,Moultrie,GA
63546,20161231,2016,INDL,SSREY,SWISS RE LTD,USD,215065,4827,14.053,179349,,38808,A,,23.737,Zurich,
63590,20161231,2016,INDL,ILDBY,BANK OF IRELAND,USD,129925.721,391.479,11.208,120004.731,103.41,1748.466,A,,12.393,Dublin,
63590,20161231,2016,FS,ILDBY,BANK OF IRELAND,USD,129925.721,391.479,11.208,120004.731,,,A,,12.393,Dublin,
63596,20161231,2016,INDL,WLFC,WILLIS LEASE FINANCE CORP,USD,1337.887,,,1121.867,,68.066,A,163.712,25.58,Novato,CA
63605,20161231,2016,INDL,CPN,CALPINE CORP,USD,19317,156,2.372,15978,12,5383,A,4104.0787,11.43,Houston,TX
63639,20161231,2016,INDL,OCN,OCWEN FINANCIAL CORP,USD,7655.663,-199.062,9.7,7000.38,19.715,874.114,A,668.2953,5.39,West Palm Beach,FL
63639,20161231,2016,FS,OCN,OCWEN FINANCIAL CORP,USD,7655.663,-199.062,9.7,7000.38,,,A,668.2953,5.39,West Palm Beach,FL
63643,20170131,2016,INDL,ANF,ABERCROMBIE & FITCH  -CL A,USD,2295.757,1.035,43,1043.718,23.651,3148.35,A,786.6704,11.61,New Albany,OH
63645,20161231,2016,INDL,ENDP,ENDO INTERNATIONAL PLC,USD,14275.109,-3316.241,4.894,11573.52,-695.967,2372.574,A,3672.0524,16.47,Dublin,
63650,20161231,2016,INDL,SPPI,SPECTRUM PHARMACEUTICALS INC,USD,428.768,-64.772,0.227,192.742,0.011,181.58,A,356.4688,4.43,Henderson,NV
63667,20161231,2016,INDL,EDGW,EDGEWATER TECHNOLOGY INC,USD,104.805,,,29.031,,118.087,A,96.5625,7.5,Wakefield,MA
63669,20161231,2016,INDL,5952B,UNIVISION COMMUNICATIONS INC,USD,9920,220.1,,10436.5,8.5,1731.4,A,,,New York,NY
63687,20161231,2016,INDL,CFCB,CENTRUE FINANCIAL CORP,USD,977.779,5.922,0.261,850.641,0.27,23.522,A,138.7482,21.3,Ottawa,IL
63687,20161231,2016,FS,CFCB,CENTRUE FINANCIAL CORP,USD,977.779,5.922,0.261,850.641,,,A,138.7482,21.3,Ottawa,IL
63708,20161231,2016,INDL,DVD,DOVER MOTORSPORTS INC,USD,81.286,,,27.481,,35.596,A,84.6446,2.3,Dover,DE
63721,20161231,2016,INDL,HFBK,HARFORD BANK ABERDEEN/MD,USD,335.405,1.851,0.087,300.07,0.954,8.503,A,32.545,24.36,Aberdeen,MD
63721,20161231,2016,FS,HFBK,HARFORD BANK ABERDEEN/MD,USD,335.405,1.851,0.087,300.07,,,A,32.545,24.36,Aberdeen,MD
63724,20161231,2016,INDL,NCI,NAVIGANT CONSULTING INC,USD,1054.797,49.452,5.768,420.32,22.752,895.898,A,1230.0935,26.18,Chicago,IL
63725,20161231,2016,INDL,WTBA,WEST BANCORPORATION INC,USD,1854.204,22.404,0.165,1688.828,7.87,29.64,A,398.6086,24.7,West Des Moines,IA
63725,20161231,2016,FS,WTBA,WEST BANCORPORATION INC,USD,1854.204,22.404,0.165,1688.828,,,A,398.6086,24.7,West Des Moines,IA
63734,20161231,2016,INDL,9625A,VOYA RETIREMENT INS &ANNUITY,USD,96645.4,285.5,1.589,93269.1,15.4,2758.6,A,,,Windsor,CT
63736,20161231,2016,INDL,9627A,HARTFORD LIFE INSURANCE CO,USD,170346,411,,162525,-210,2017,A,,,Hartford,CT
63737,20161231,2016,INDL,AEG1,TRANSAMERICA ADVISORS LIFE,USD,8670.275,-21.768,,7563.883,0,161.865,A,,,Cedar Rapids,IA
